title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
흔들리지마,,,2008-04-14,2008-11-28,월~금,오전 7:50,164,mbc,,재혼가정의 세 자녀들의 사랑을 다룬 드라마,백호민,박수철,,이홍구,,,홍은희,김남진,김다인,정성운,,,,,
타짜,액션,,2008-09-16,2008-11-25,"월, 화",오후 9:55,21,sbs,,타짜 '고니'를 통해 그들의 삶과 욕망을 그려낸 드라마,강신효,백수찬,,설준석,진헌수,임정기,장혁,한예슬,김민준,강성연,,,,,
대왕세종,사극,,2008-01-05,2008-11-16,"토, 일",오후 9:40,86,kbs2,,"서로 다른 이념과 가치관을 지닌 다양한 인물들의 대립과 갈등, 합의의 과정을 다룬 정치드라마",김성근,김원석,,윤선주,김태희,,김상경,이윤지,김갑수,이천희,,,,,
춘자네 경사났네,,,2008-05-19,2008-11-13,월~금,오후 8:15,111,mbc,,태어나서 얼굴조차 본 적 없는 아빠와 화류계 출신으로 외딴 섬에서 취객들의 호주머니 털며 늙어가는 엄마와 살아가는 연분홍의 이야기,장근수,주성우,,구현숙,정의연,,서지혜,고두심,주상욱,김기범,,,,,
베토벤 바이러스,뮤지컬,,2008-09-10,2008-11-12,"수, 목",오후 9:55,18,mbc,,지휘자 강마에와 석란시 오케스트라 단원들의 이야기를 담은 드라마,이재규,,,홍진아,홍자람,,김명민,장근석,이지아,이순재,,,,,
내 여자,,,2008-07-26,2008-11-08,"토, 일",오후 10:35,24,mbc,,세 젊은이를 중심으로 펼쳐지는 애정과 야망의 드라마,이관희,,,이희우,최성실,,고주원,박솔미,박정철,최여진,,,,,
애자언니 민자,,,2008-04-21,2008-10-31,월~금,오후 7:20,116,sbs,,언니의 남자를 가로챈 동생과 그 언니의 이야기를 그린 가족드라마,곽영범,,,윤정건,,,차화연,이응경,소이현,송이우,,,,,
돌아온 뚝배기,,,2008-06-02,2008-10-30,월~금,오후 7:40,95,kbs2,,뚝배기집을 배경으로 서민들의 일상을 현실적이면서도 따뜻한 시선으로 그려낸 드라마,이덕건,,,김운경,,,김성은,강경준,정민,오연서,,,,,
신의 저울,,,2008-08-29,2008-10-24,금,오후 9:55,16,sbs,,사법시험 합격 전 살인 사건에 연루된 가난한 고학생 장준하가 사법연수원에서 우정을 쌓은 친구 김우빈과 갈등을 겪으면서 벌어지는 일을 그린 드라마,홍창욱,,,유현미,,,송창의,이상윤,김유미,전혜빈,,,,,
연애결혼,,,2008-08-25,2008-10-20,"월, 화",오후 9:55,16,kbs2,,재혼 정보 회사의 커플 매니저와 연예인 전문 로펌의 변호사와의 사랑 드라마,김형석,,,인은아,,,김민희,김지훈,윤세아,박기웅,,,,,
난 네게 반했어,,,2008-04-21,2008-10-18,월~토,오전 9:00,156,kbs2,,서로 다른 개성을 가진 세 가족들이 서로 얽힌 가운데 벌어지는 소동과 사랑을 경쾌한 감각으로 그린 코믹 가족극,이건준,,,박지숙,,,윤희석,김빈우,현성,신동미,,,,,
오포졸,시트콤,,2008-06-02,2008-10-03,월~금,오후 9:30,90,obs 경인tv,,조선시대 관아에서 벌어지는 일을 보여주는 시대 풍자극,,,,장덕균,,,오지명,양택조,권용운,이한위,,,,,
크크섬의 비밀,시트콤,,2008-07-21,2008-10-03,월~금,오후 7:45,40,mbc,,인천항에서 배를 타고 가던 중 조난을 당하게 된 자그마한 중견기업 일일 쇼핑의 구매부 직원들의 이야기,김영기,,,송재정,김윤주,정지연,김선경,김광규,신성우,윤상현,,,,,
엄마가 뿔났다,,,2008-02-02,2008-09-28,"토, 일",오후 7:55,66,kbs2,,아날로그 세대와 디지털 세대의 패러다임이 공존하는 이 시대의 가족 이야기를 그린 드라마,정을영,,,김수현,,,이순재,백일섭,김혜자,신은경,,,,,
워킹맘,,,2008-07-30,2008-09-18,"수, 목",오후 9:55,16,sbs,,출산 때문에 직장을 그만뒀다가 복직해 육아와 직장일 사이에서 고군분투하는 워킹맘 가영의 이야기를 다룬 드라마,오종록,,,김현희,,,염정아,봉태규,김자옥,차예련,,,,,
식객,요리,,2008-06-17,2008-09-09,"월, 화",오후 9:55,24,sbs,,동양 최대의 한국 음식 전문점인 운암정의 대령숙수 자리를 놓고 세 남자의 요리 대결을 그린 드라마,최종수,한철수,,최완규,박후정,,김래원,남상미,김소연,권오중,,,,,
대한민국 변호사,,,2008-07-09,2008-09-04,"수, 목",오후 9:55,16,mbc,,이혼전문 변호사 우이경이 돈 많은 한민국과 연예인 부인 이애리의 이혼을 맡으면서 벌어지는 이야기,윤재문,,,서숙향,,,이성재,이수경,한다감,류수영,,,,,
행복합니다,,,2008-02-09,2008-08-31,"토, 일",오후 8:50,58,sbs,,"사람들의 진정한 행복의 의미를 찾으려는 노력과, 웃음을 보여주는 드라마",,,,김정수,,,이훈,김효진,이종원,최지나,,,,,
밤이면 밤마다,,,2008-06-23,2008-08-19,"월, 화",오후 9:55,17,mbc,,"잘생긴 외모 덕에 대외적으로는 젠틀한 신사 이미지를 가지고 있지만 사실은 쪼잔하고 뒤끝 긴, 유명한 고미술학자 김범상과 아버지가 유명한 도굴꾼이라는 아픔을 가진 고지식한 문화재청 직원 허초희가 만나 국보를 찾기 위해 좌충우돌하는 모습을 그린 드라마",손형석,,,윤은경,김은희,,김선아,이동건,이주현,김정화,,,,,
최강칠우,퓨전 사극,액션,2008-06-17,2008-08-19,"월, 화",오후 9:55,20,kbs2,,"낮에는 의금부 나장으로, 밤에는 자객단 리더로 활약하는 영웅 칠우의 이야기를 담은 드라마",박만영,,,백운철,,,에릭,유아인,구혜선,전노민,,,,,
살아가는 동안 후회할 줄 알면서 저지르는 일들,,,2008-06-09,2008-08-15,"월, 화",오후 9:55,4,kbs2,,35세 결혼 5년차 주부부터 16세 소녀까지 각각의 연령대에 겪는 사랑 이야기를 그린 드라마,이소연,,,박형진,,,김정화,정수영,김진수,김보강,,,,,
천하일색 박정금,,,2008-02-02,2008-08-03,"토, 일",오후 7:55,52,mbc,,수다스럽고 억척스러운 아줌마 형사 박정금의 생활을 통해 가족의 의미와 소중함을 일깨우는 드라마,이형선,,,하청옥,,,배종옥,손창민,백종민,김민종,,,,,
달콤한 나의 도시,,,2008-06-06,2008-08-01,금,오후 9:55,16,sbs,,"도시를 살아가는 미혼 여성들의 일과 우정, 그리고 사랑 이야기",박흥식,,,송혜진,,,최강희,이선균,지현우,문정희,,,,,
태양의 여자,복수,,2008-05-28,2008-07-31,"수, 목",오후 9:55,20,kbs2,,피가 섞이지 않은 자매 간인 두 여성을 중심으로 벌어지는 이야기,배경수,,,김인영,,,김지수,한재석,이하나,정겨운,,,,,
일지매,퓨전 사극,액션,2008-05-21,2008-07-24,"수, 목",오후 9:55,20,sbs,,조선 시대를 배경으로 사회계급 타파 등 개혁추구세력과 보수세력의 갈등 사이에서 신분을 감추고 활약을 펼쳐 보이는 일지매의 이야기를 다룬 내용의 퓨전 사극 드라마,이용석,,,최란,,,이준기,박시후,한효주,이영아,,,,,
달콤한 인생,멜로,,2008-05-03,2008-07-20,"토, 일",오후 10:35,24,mbc,,위기의 중년 부부와 삶의 중심축을 잃은 채 흔들리는 젊은 청춘들의 이야기를 그린 드라마,김진민,,,정하연,,,오연수,이동욱,정보석,박시연,,,,,
물병자리,,,2008-03-03,2008-07-19,월~토,오전 8:30,120,sbs,,예상치 못한 사고로 엇갈린 운명을 살게 되는 친자매 같은 두 여인의 삶을 다룬 드라마,김수룡,,,김두삼,,,임정은,하주희,최령,인성,,,,,
코끼리,시트콤,,2008-01-21,2008-07-18,월~금,오후 8:20,124,mbc,,웃고 있어도 가슴 찡해지는 감동적인 웃음을 전달하는 시트콤,이민호,선혜윤,김준현,김균태,,,이병준,이상엽,권해효,한채아,,,,,
스포트라이트,,,2008-05-14,2008-07-03,"수, 목",오후 9:55,16,mbc,,"방송국 보도국 기자들의 세계를 그린 전문직 드라마로 이 시대가 원하는 진정한 기자상이란 무엇인가, 또 진정한 저널리즘이란 무엇인가에 대한 문제에 접근하는 드라마",김도훈,,,황주하,최윤정,,손예진,지진희,진구,김보경,,,,,
라이프 특별조사팀,,,2008-04-13,2008-06-29,일,오후 11:10,12,mbc,,보험회사 특별조사팀을 중심으로 벌어지는 보험회사 직원들의 삶과 애환을 그린 드라마,임태우,김경희,이동윤,최윤정,여은희,김수진,엄기준,심은진,김흥수,정규수,,,,,
막돼먹은 영애씨 시즌3,,,2008-03-07,2008-06-20,금,오후 11:00,16,tvn,,대한민국 평균 여성 이영애의 고군분투 이야기,정환석,박준화,최규식,명수현,한설희,백선우,김현숙,정다혜,최원준,고세원,,,,,
"도쿄, 여우비",,,2008-06-02,2008-06-10,"월, 화",오후 9:55,4,sbs,,7년 전 여배우로서의 삶에 염증을 느낀 주인공 수진이 동경의 한 촬영현장에서 도망쳐 변두리의 초밥집으로 숨어들면서 만난 현수와 운명적인 사랑을 하게 되면서 일어나는 일들을 그린 드라마,이준형,,,김진희,,,김사랑,김태우,진구,아이비,,,,,
강적들,,,2008-04-14,2008-06-03,"월, 화",오후 9:55,16,kbs2,,청와대를 배경으로 청와대 경호원들의 사랑을 그린 드라마,한준서,,,강은경,,,채림,이진욱,이종혁,신은정,,,,,
우리집에 왜왔니,,,2008-03-28,2008-05-30,금,오후 9:55,20,sbs,,대기업 총수가 알츠하이머 병으로 진단을 받고 둘째 딸을 자신이 죽기 전에 결혼시키기 위해 데릴사위 공개 구혼 뉴스를 내보내게 되면서 벌어지는 이야기,신윤섭,,,임선희,,,이소연,김지훈,김승수,오윤아,,,,,
사랑해,,,2008-04-07,2008-05-27,"월, 화",오후 9:55,16,sbs,,아래 옆짚에 사는 이웃지간으로 등장하는 세 커플의 우여곡절 결혼생활을 그린 드라마,성도준,이창한,,최수진,정현정,,안재욱,서지혜,공형진,조미령,,,,,
아빠 셋 엄마 하나,,,2008-04-02,2008-05-22,"수, 목",오후 9:55,16,kbs2,,친한 친구에게 정자를 기증했다가 졸지에 아빠가 돼 버린 세 친구의 이야기,이재상,,,조명주,,,유진,재희,조현재,신성록,,,,,
쩐의 전쟁 - THE ORIGINAL,,,2008-03-07,2008-05-16,금,오후 11:00,12,tvn,,"돈의 문제, 그로 인해 파국으로 치닫는 인간의 모습을 그린 드라마",이정표,,,김진수,,,박정철,조여정,신구,권용운,,,,,
온에어,,,2008-03-05,2008-05-15,"수, 목",오후 9:55,21,sbs,,"드라마 PD와 작가, 연기자, 매니저들의 삶과 사랑 이야기를 다룬 드라마",신우철,진혁,,김은숙,,,김하늘,박용하,이범수,송윤아,,,,,
우리들의 해피엔딩,,,2008-05-07,2008-05-08,"수, 목",오후 9:55,2,mbc,,사랑없이 살아가는 부부가 여러가지 갈등을 거치며 진정한 가족애를 깨닫게 되는 내용을 담은 가족드라마,노도철,,,여지나,,,박상면,도지원,남지현,박수진,,,,,
누구세요?,,,2008-03-05,2008-05-01,"수, 목",오후 9:55,17,mbc,,왕재수 냉혈 기업사냥꾼의 몸에 더부살이(빙의)하는 어리버리 아빠 영혼이 딸과 함께한 이승에서 마지막 49일의 휴먼 환타지 드라마,신현창,노종찬,,배유미,,,윤계상,고아라,강남길,진이한,,,,,
내 생애 마지막 스캔들,로맨스,코미디,2008-03-08,2008-04-27,"토, 일",오후 9:40,16,mbc,,환상과 현실이 어우러지면서도 중년 로맨스를 현실적으로 구현한 드라마,이태곤,,,문희정,,,최진실,정준호,정웅인,변정수,,,,,
싱글파파는 열애중,,,2008-02-18,2008-04-08,"월, 화",오후 9:55,16,kbs2,,홀로 아들을 데리고 사는 싱글대디의 삶과 사랑을 그린 드라마,문보현,,,오상희,,,오지호,허이재,강성연,박찬환,,,,,
비포&애프터 성형외과,,,2008-01-06,2008-03-30,일,오후 11:40,12,mbc,,"병원을 찾는 사람들의 사연과 병원 식구들의 일과 사랑, 메인 스토리와 회별 에피소드가 맞물려 돌아가는 본격 시추에이션 드라마",김민식,김상협,김도형,서은정,김미진,김수진,소이현,이진욱,김성민,정애연,,,,,
쾌도 홍길동,퓨전 사극,로맨스,2008-01-02,2008-03-26,"수, 목",오후 9:55,24,kbs2,,젊고 현대적인 성격의 인물들을 내세워 밝고 젊은 사극을 선보이는 드라마,이정섭,,,홍미란,홍정은,,강지환,성유리,장근석,박상욱,,,,,
앙녀쟁투,,,2008-03-15,2008-03-23,"토, 일",오전 0:00,4,xtm,,모델을 꿈꾸는 여자들의 사랑과 성공 이야기,,,,,,,성은,이파니,김세인,황현희,,,,,
비천무,,,2008-02-01,2008-03-21,금,오후 9:55,14,sbs,,몽골족과 한족의 혼혈아인 설리와 비천신기의 계승자인 유진하의 사랑이야기를 다룬 무협드라마,윤상호,,,강은경,,,주진모,박지윤,장성원,우리,,,,,
불한당,멜로,폭력,2008-01-02,2008-02-28,"수, 목",오후 9:55,16,sbs,,여자들을 이용해 살아온 나쁜 남자와 싱글맘의 사랑이야기를 그린 드라마,유인식,,,김규완,,,장혁,이다해,김정태,김해숙,,,,,
쑥부쟁이,,,2008-02-07,2008-02-08,"목, 금",오전 10:35,4,mbc,,"생의 마지막을 준비하는 아버지와 어머니, 그런 사정도 모르고 부모가 남길 땅에만 관심이 있는 자식들의 이야기를 다룬 드라마",권이상,,,김정수,,,권성덕,김용림,현석,김영란,,,,,
산너머 남촌에는 1,농촌,,2007-10-24,2012-02-26,일,오전 9:00,211,kbs1,,"농촌에 뿌리내리고 사는 사람들의 이야기를 기본으로 하면서 도시에서 농촌으로, 외국에서 농촌으로 온 다양한 사람들이 하나되는 이야기를 그린 전원드라마",전성홍,,,홍영희,서희정,,반효정,최일화,이금주,황범식,,,,,
조강지처 클럽,,,2007-09-29,2008-10-05,"토, 일",오후 10:00,104,sbs,,조강지처들이 남편들의 외도를 알고 복수를 하게 되는 이야기의 드라마,손정현,,,문영남,,,김혜선,오현경,김해숙,손현주,,,,,
이산,사극,,2007-09-17,2008-06-16,"월, 화",오후 9:55,77,mbc,,"18세기 후반, 조선조 제22대 임금 정조 이산의 인생을 담은 드라마",이병훈,김근홍,,김이영,,,이서진,한지민,이순재,김여진,,,,,
TV소설 아름다운 시절,소설,,2007-11-12,2008-06-06,월~금,오전 7:50,149,kbs1,,"1970년대 인간 군상들의 절박한 희망, 사랑 등을 그린 드라마",전창근,,,홍영희,이상민,,전익령,박그리나,최규환,최진혁,,,,,
못말리는 결혼,시트콤,,2007-11-05,2008-05-30,월~금,오후 6:50,140,kbs2,,"동명의 영화를 일일시트콤으로 만든 작품으로, 네 명의 아들을 둔 졸부 심말년 여사와 딸만 둔 깐깐한 구청 계장 구국이 사돈을 맺는 과정을 코믹하게 그린 시트콤",이교욱,조준희,,마석철,김용래,방봉원,박고은,서도영,이재진,김동욱,,,,,
아현동 마님,,,2007-07-16,2008-05-09,월~금,오후 7:45,204,mbc,,세 집안을 중심으로 펼쳐지는 검사들의 사랑을 코믹하게 다룬 드라마,손문권,,,임성한,,,왕희지,김민성,김병기,이보희,,,,,
미우나 고우나,,,2007-09-03,2008-05-02,월~금,오후 8:25,172,kbs1,,핏줄도 살아온 환경도 가치관도 전혀 다른 재혼가정의 이야기를 그린 드라마,이덕건,,,김사경,최형자,,김지석,한지혜,조동혁,유인영,,,,,
착한여자 백일홍,,,2007-10-01,2008-04-19,월~토,오전 9:00,174,kbs2,,아빠가 다른 세 명의 딸을 키우는 싱글맘의 이야기를 그린 드라마,진형욱,,,고봉황,,,박소현,이시환,최환준,김갑수,,,,,
그 여자가 무서워,,,2007-10-08,2008-04-18,월~금,오후 7:20,127,sbs,,순수한 사랑을 꿈꾸던 여주인공이 사랑하던 남자로부터 버림받은 후 복수를 꿈꾸는 과정을 그린 드라마,정효,,,서영명,,,유선,김유석,최정윤,강성민,,,,,
그래도 좋아,,,2007-10-01,2008-04-11,월~금,오전 7:50,138,mbc,,"사랑이 전부였던 주인공이 애정 없는 결혼을 선택하여, 온갖 시련과 아픔을 겪으면서 지혜와 끈기로 사랑을 만들어가는 이야기",김우선,,,김순옥,,,김지호,이창훈,고은미,심형탁,,,,,
왕과 나,사극,,2007-08-27,2008-04-01,"월, 화",오후 9:55,63,sbs,,조선의 환관인 김처선의 일대기를 그린 드라마,김재형,손재성,,유동윤,,,오만석,구혜선,고주원,전광렬,,,,,
겨울새,통속극,,2007-09-15,2008-03-02,"토, 일",오후 9:40,43,mbc,,주위의 반대 때문에 첫사랑과 헤어지고 엉뚱한 남자와 결혼한 여자가 못된 시어머니를 만나 고생하게 되는 이야기,정세호,,,이금주,,,박선영,이태곤,윤상현,황정음,,,,,
미워도 좋아,,,2007-10-01,2008-03-01,월~토,오전 8:40,129,sbs,,낙천적 성격의 미혼모와 냉소적 터프가이 이혼남의 사랑 만들기를 그린 드라마,김정민,,,이도영,,,김윤경,최필립,유태웅,이서연,,,,,
뉴하트,휴먼,의학,2007-12-12,2008-02-28,"수, 목",오후 9:55,23,mbc,,흉부외과를 배경으로 의사와 레지던트들의 일과 사랑을 그린 드라마,박홍균,이민우,,황은경,,,지성,김민정,조재현,이지훈,,,,,
못된 사랑,멜로,서스펜스,2007-12-03,2008-02-12,"월, 화",오후 9:55,20,kbs2,,이복형제와 한 여인의 가슴 아픈 사랑을 그린 드라마,권계홍,,,이유진,,,권상우,이요원,김성수,김가연,,,,,
황금신부,,,2007-06-23,2008-02-03,"토, 일",오후 8:45,64,sbs,,베트남에서 시집 온 누엔진주와 그녀의 가족을 둘러싼 이야기를 담은 드라마,운군일,백수찬,,박현주,,,이영아,송창의,송종호,최여진,,,,,
깍두기,,,2007-08-18,2008-01-27,"토, 일",오후 7:55,44,mbc,,해체되고 있는 현대 가족의 이야기를 재조명해 유쾌하고 따뜻하게 가족의 정과 사랑을 풀어내는 가족드라마,권석장,,,이덕재,,,김승수,유호정,김흥수,박신혜,,,,,
아들 찾아 삼만리,,,2007-11-02,2008-01-25,금,오후 9:55,21,sbs,,잃어버린 아이를 5년간 찾아헤맨 미혼모와 그 아이를 기른 재벌2세의 사랑이야기를 그린 드라마,배태섭,,,이근영,,,소유진,이훈,오민석,이채영,,,,,
메디컬 기방 영화관,,,2007-11-20,2008-01-22,금,오전 0:00,10,ocn,,조선시대 기녀들의 성과 사랑에 대한 내용을 그린 드라마,,,,,,,이일화,홍소희,서영,최필립,,,,,
며느리 전성시대,,,2007-07-28,2008-01-20,"토, 일",오후 7:55,52,kbs2,,환경이 다른 세 가족의 이야기를 다룬 드라마,정해룡,,,조정선,,,김지훈,이수경,송선미,장현성,,,,,
김치 치즈 스마일,시트콤,,2007-07-23,2008-01-18,월~금,오후 8:20,121,mbc,,서민적이고 보수적인 사고를 가진 김치 같은 집안과 부유하고 세련된 사고를 가진 치즈 같은 집안이 우여곡절 끝에 사돈을 맺게 되면서 일어나는 이야기를 그린 드라마,전진수,김준현,,박혜련,김윤희,이세라,신구,김을동,이병진,정수영,,,,,
별순검 시즌1,추리,사극,2007-10-13,2007-12-29,토,오후 11:00,20,mbc drama,,조선시대를 배경으로 한 범죄 수사극,김병수,이승영,,정윤정,황혜령,양진아,류승룡,박효주,온주완,안내상,,,,,
인순이는 예쁘다,,,2007-11-07,2007-12-27,"수, 목",오후 9:55,16,kbs2,,고교시절 우연히 살인을 저지를 박인순이라는 여성이 세상에 맞서 자신을 사랑하는 법을 배워가는 이야기를 그린 드라마,표민수,,,정유경,,,김현주,김민준,이완,서효림,,,,,
로비스트,블록버스터,액션,2007-10-10,2007-12-26,"수, 목",오후 9:55,24,sbs,,무기 로비스트의 세계를 다룬 드라마,이현직,부성철,,주찬옥,최완규,,장진영,송일국,한재석,허준호,,,,,
막돼먹은 영애씨 시즌2,,,2007-09-07,2007-12-21,금,오후 11:00,16,tvn,,대한민국 평균 여성 이영애의 고군분투 이야기,정환석,박준화,최규식,박민정,백선우,전지현,김현숙,정다혜,최원준,윤서현,,,,,
정조암살미스터리 - 8일,,,2007-11-17,2007-12-16,"토, 일",오후 11:00,10,ocn movies,,새로운 형식의 퓨전 사극 드라마,,,,,,,김상중,박정철,정애리,이선호,,,,,
태왕사신기,판타지,사극,2007-09-11,2007-12-05,"수, 목",오후 10:00,24,mbc,,고구려 광개토태왕의 일대기를 배경으로 한 판타지 서사 무협 드라마,김종학,윤상호,,송지나,박경수,,배용준,문소리,이지아,오광록,,,,,
얼렁뚱땅 흥신소,,,2007-10-08,2007-11-27,"월, 화",오후 9:55,16,kbs2,,우연히 흥신소 직원으로 오해를 받아 보물찾기에 나서는 네 청춘의 엉뚱하면서도 발랄한 이야기를 다룬 드라마,함영훈,,,박연선,,,이민기,예지원,류승수,이은성,,,,,
TV소설 그대의 풍경,,,2007-04-30,2007-11-09,월~금,오전 7:50,138,kbs1,,"60, 70년대 하숙집을 배경으로 여러 인물들의 삶을 그린 드라마",한정희,,,박진숙,,,허영란,김철기,방중현,임예원,,,,,
사육신,사극,,2007-08-08,2007-11-01,"수, 목",오후 9:55,24,kbs2,,사육신들의 충정과 절개를 현대적인 견지에서 새롭게 고찰한 드라마,장영복,,,박인서,김일중,,박성욱,김련화,조명애,방석운,,,,,
날아오르다,,,2007-08-24,2007-10-26,금,오후 9:55,19,sbs,,자신과 이혼을 하겠다며 나간 후 식물인간이 된 남편을 7년간 묵묵히 지켜온 젊은 종부(宗婦) 이진희와 자신을 입양 보낸 어머니를 찾아 한국을 찾은 입양아 CEO 제임스 오닐의 사랑 이야기를 그린 드라마,박경렬,,,박언희,,,왕빛나,김남진,이세은,이종원,,,,,
아이 엠 샘,,,2007-08-06,2007-10-02,"월, 화",오후 9:55,16,kbs2,,무능력한 고등학교 선생님이 어느 날 조폭 외동딸의 입주 과외를 시작하며 벌어지는 좌충우돌 에피소드를 그린 드라마,김정규,,,이진매,,,양동근,박민영,손태영,T.O.P,,,,,
사랑하기 좋은날,,,2007-04-23,2007-09-29,월~토,오전 8:30,136,sbs,,소박하지만 착실하게 알찬 행복을 만들어가는 여자들의 모습과 가족애를 주제로 그려낸 드라마,홍성창,,,허숙,,,오미연,김성령,조미령,이지현,,,,,
사랑해도 괜찮아,,,2007-05-21,2007-09-29,월~토,오전 9:00,114,kbs2,,방법은 서툴지만 아내 없이 아이를 싹싹하게 키워나가는 싱글대디와 죽은 줄 알았던 자신의 아이가 입양되었다는 사실을 알고 아이를 되찾기 위래 자신의 신분을 숨긴 채 아이의 보모가 되는 소아과 의사의 이야기,이상우,,,유소정,,,우희진,신성우,최진영,정민,,,,,
내 곁에 있어,,,2007-03-12,2007-09-28,월~금,오전 7:50,144,mbc,,한 여자가 자신을 버린 어머니에게 복수하는 이야기를 그린 드라마,이형선,,,박지현,,,최명길,이윤지,김정욱,김정민,,,,,
완벽한 이웃을 만나는 법,,,2007-07-25,2007-09-27,"수, 목",오후 9:55,20,sbs,,"너무나도 다른 성격과 직업, 사회적 위치에 있는 네 남녀가 우연히 얽히면서 벌어지는 좌충우돌 엇갈린 사랑 이야기",조남국,,,정지우,,,김승우,배두나,박시후,왕지혜,,,,,
칼잡이 오수정,,,2007-07-28,2007-09-16,"토, 일",오후 9:55,16,sbs,,과거 퀸카였던 여자와 폭탄이었던 남자가 8년 후 역전된 운명으로 다시 만나게 되는 로맨틱 코미디 드라마,박형기,,,박혜련,,,엄정화,오지호,박다안,강성진,,,,,
9회말 2아웃,,,2007-07-14,2007-09-09,"토, 일",오후 9:40,16,mbc,,뜻하지 않게 같은 집에 살게 된 서른 살 동갑내기 친구인 두 남녀의 눈을 통해 30대에 막 접어든 사람들이 느끼게 되는 상실감과 희망을 다룬 이야기,한철수,,,여지나,,,수애,이정진,이태성,황지현,,,,,
개와 늑대의 시간,느와르,액션,2007-07-18,2007-09-06,"수, 목",오후 9:55,16,mbc,,어릴 적 태국의 거대 폭력조직인 청방의 손에 목숨을 잃은 홀어머니에 대한 복수를 꿈꾸는 남자의 이야기,김진민,,,한지훈,류용재,,이준기,정경호,남상미,이기영,,,,,
향단전,,,2007-09-03,2007-09-04,"월, 화",오후 9:55,2,mbc,,춘향전의 향단이가 주인공이 돼 그녀의 시각으로 바라보는 코믹드라마,김상호,,,명창현,김지완,,서지혜,시원,방은희,이지수,,,,,
하늘만큼 땅만큼,,,2007-01-15,2007-08-31,월~금,오후 8:25,165,kbs1,,14년 동갑내기 친구에서 부부로 사랑을 키운 무영과 지수의 행복한 신혼여행 이야기와 가족애를 그린 드라마,문보현,,,최현경,,,박해진,한효주,이주현,강정화,,,,,
커피프린스 1호점,로맨틱 코미디,,2007-07-02,2007-08-27,"월, 화",오후 9:55,17,mbc,,남자 행세를 하는 스물네 살의 여주인공과 정략결혼을 피하기 위해 동성애자인 척하는 남자 주인공이 커피프린스 1호점에서 펼치는 사랑이야기,이윤정,,,이선미,장현주,,공유,윤은혜,이선균,채정안,,,,,
최강! 울엄마,,,2007-03-11,2007-08-26,일,오전 8:55,25,kbs2,,자녀의 교육을 위해 노력하는 엄마들의 이야기를 중심으로 펼쳐지는 가족 성장 드라마,,,,,,,심혜진,진원,박민지,김윤혜,,,,,
강남엄마 따라잡기,학원물,,2007-06-25,2007-08-21,"월, 화",오후 9:55,18,sbs,,대한민국의 교육 문제를 다룬 드라마,홍창욱,,,김현희,,,하희라,유준상,김성은,정선경,,,,,
8월에 내리는 눈,,,2007-06-15,2007-08-17,금,오후 9:55,20,sbs,,"상처받은 33살의 이혼녀, 27살의 미혼부가 만나 서로의 상처를 보듬으며 힘겨운 사랑을 헤쳐 나가는 과정을 그린 드라마",윤류해,,,마주희,,,추상미,조동혁,최준용,이연주,,,,,
문희,,,2007-02-24,2007-08-12,"토, 일",오후 7:55,49,mbc,,"열여덟 나이에 아이를 낳고, 어쩔 수 없는 사정으로 그 아이를 떠나 보낸 문희의 이야기를 그린 드라마",이재갑,,,정성희,이한호,,강수연,박상면,조연우,김해숙,,,,,
막돼먹은 영애씨 시즌1,,,2007-04-20,2007-08-03,금,오후 11:00,16,tvn,,대한민국 평균 여성 이영애의 고군분투 이야기,정환석,박준화,,박민정,백선우,한설희,김현숙,정다혜,윤서현,임서연,,,,,
경성스캔들,시대극,로맨틱 코미디,2007-06-06,2007-08-01,"수, 목",오후 9:55,16,kbs2,,근대적인 윤리관 속에 서구문물이 유입되던 1930년 경성을 배경으로 독립운동과 모던 로맨스를 그린 드라마,한준서,,,진수완,,,강지환,한지민,류진,한고은,,,,,
한성별곡,,,2007-07-09,2007-07-31,"월, 화",오후 9:55,8,kbs2,,조선시대를 배경으로 의문의 연쇄살인 사건을 파헤치는 이야기,곽정환,,,박진우,,,진이한,김하은,이천희,안내상,,,,,
불량커플,,,2007-06-02,2007-07-22,"토, 일",오후 9:55,16,sbs,,결혼은 싫고 아이만 갖고 싶은 당자가 우수한 유전자의 아이를 갖기 위해 완벽한 남자를 골랐다가 그와 사랑에 빠지는 내용의 드라마,이명우,,,최순식,,,신은경,류수영,변정수,최정윤,,,,,
행복한 여자,,,2007-01-06,2007-07-21,"토, 일",오후 7:55,58,kbs2,,가족 이데올로기의 운명에 갇힌 한 여자의 삶을 그린 드라마,김종창,,,박정란,,,윤정희,정겨운,김석훈,문정희,,,,,
나쁜여자 착한여자,,,2007-01-01,2007-07-13,월~금,오후 7:45,140,mbc,,6년동안 불륜관계를 지속하는 남녀와 배우자들의 충격을 다룬 드라마,이대영,이동윤,,이홍구,,,최진실,이재룡,성현아,전노민,,,,,
그라운드 제로,,,2007-07-11,2007-07-12,"수, 목",오후 9:55,2,mbc,,예기치 않은 사고로 묶이게 된 세 남자의 각기 다른 과거를 쫓는 드라마,김경희,,,김경희,김남경,,김남진,김갑수,박철민,임정은,,,,,
